username	current_location	residence	job	name	mail	blood_group	address	ssn	registration	user_id	company	station_ID
karen62	(Decimal('51.456251'), Decimal('-30.151423'))			Seth Mason	jason06@gmail.com	AB+	"42767 Amy Junction
North Tonymouth, UT 61497"	729-80-6934	12/13/2022, 00:00:00	2065	Moore-Lara	324
taichi27	(Decimal('0.7234065'), Decimal('-134.972300'))			井上 香織	osamu32@gmail.com	A-	群馬県富里市鳥越41丁目25番13号	667-06-5324	05 Jul 2019	1981	合同会社中島鉱業	346
brunhildlachmann	(Decimal('-44.731938'), Decimal('35.043853'))		Elektroniker	Alexandra Koch-Hornig	wilmapaffrath@gmail.com	A-		423-62-0469	2024/02/28	28	Söding	209
filippellifortunata	(Decimal('33.3659525'), Decimal('-66.216454'))			Elvira Traversa-Niscoromni	xmetella@alice.it	B-	"Vicolo Tasca, 29 Piano 0
67049, Villagrande (AQ)"	ZNIMLN07L10B555A	29 Jan 2022	1344	Gabrieli-Cagnin s.r.l.	529
bramos	(Decimal('-49.9983765'), Decimal('-100.887351'))			Pietra Carvalho	ferreiraester@bol.com.br	A+	"Parque de Sá, 581
Serra Do Curral
71468-358 Ramos da Praia / PB"	40789136287	02/24/2019, 00:00:00	287	Sousa Ltda.	452
taro40	(Decimal('47.325915'), Decimal('-161.865035'))			佐藤 春香	yui49@gmail.com	AB-	和歌山県西多摩郡日の出町氏家新田19丁目11番1号	662-04-9890	02/10/2021, 00:00:00	1204	鈴木食品有限会社	203
agazzimarco				Calcedonio Navarria	angelo16@vodafone.it	O-	"Borgo Viridiana, 39
90014, Casteldaccia (PA)"	CLLTNI50L15H282T	05/19/2025, 00:00:00	668	Bellocchio, Ortolani e Bodoni e figli	157
cody09	(Decimal('84.9415075'), Decimal('-165.618293'))			Sherry Fitzgerald	ericpaul@gmail.com	B-	"0650 Kathleen Isle
South Cassandra, UT 76758"	416-85-4026	2019-03-04	188	Nguyen-Adkins	435
mai20	(Decimal('-54.772838'), Decimal('39.258974'))			鈴木 洋介	maaya93@yahoo.com	B+	愛媛県長生郡長柄町神明内31丁目4番11号 土呂部パーク097	832-57-2151	03/11/2021, 00:00:00	1945	太田情報合同会社	614
brandylane	(Decimal('85.551374'), Decimal('175.020896'))			Jerry Arnold	pgilmore@gmail.com	A-	"USS Weiss
FPO AE 64356"	440-76-1804	03/11/2025, 00:00:00	465	Patterson, Stafford and Lynch	656
joao-guilherme81	(Decimal('6.1060955'), Decimal('130.122729'))		Chargista	Benjamin Caldeira	beatriz44@yahoo.com.br	AB+	"Colônia Sá, 832
Vila Mangueiras
47927349 da Rocha de Fogaça / RJ"	12548603717	03/04/2021, 00:00:00	2015	Novais Albuquerque Ltda.	587
jockelcarmelo	(Decimal('68.130407'), Decimal('102.040446'))			Antonietta Gerlach	liselottematthaei@web.de	O-	"Klemens-Hövel-Allee 32-25
83253 Berlin"	322-27-4205	2021/11/10	1026	Wagner Köhler KG	165
naoko01	(Decimal('-17.8836025'), Decimal('-109.364318'))			清水 裕樹	tsubasaishikawa@hotmail.com	A+	愛知県国立市上吉羽17丁目24番17号	206-07-0881	08/03/2023, 00:00:00	1442	株式会社田中水産	232
yharris	(Decimal('11.635313'), Decimal('-55.479405'))			Ryan Daniels	larry97@hotmail.com	AB-	"751 Powell Rue Apt. 663
Smithborough, IA 35649"	135-04-1442	05/16/2024, 00:00:00	1912	Weeks LLC	572
miodraggunpf	(Decimal('-7.2928535'), Decimal('-45.719417'))			Dr. Pamela Oestrovsky	muzaffer06@web.de	AB-		920-68-2144	2024/06/18	1570	Rosenow KG	358
maria-florleao	(Decimal('-34.919355'), Decimal('99.572522'))			Isadora da Conceição	ravigomes@hotmail.com	A+		01657439216	17 Oct 2023	192	Pastor	175
yosukesuzuki				吉田 春香	tomoyasuzuki@yahoo.com	O-	北海道西多摩郡檜原村天神島22丁目7番2号 美原町シャルム473	619-28-8504	04/14/2022, 00:00:00	337	高橋保険株式会社	244
oaoki	(Decimal('-20.498792'), Decimal('9.509623'))			長谷川 亮介	satoshohei@gmail.com	A+	奈良県白井市東上野6丁目21番10号 東浅草シティ035	137-17-9688	07 Dec 2022	2108	吉田建設有限会社	173
alexiaabreu	(Decimal('88.721136'), Decimal('-23.452915'))			Srta. Jade Souza	macedomaysa@ig.com.br	B-	"Vale Sara Macedo
Dom Bosco
10117-430 Freitas do Amparo / RN"	20578634929	2019/06/19	1117	Almeida	210
ottoraedel	(Decimal('-43.060189'), Decimal('27.682853'))		Friseur	Charles Gude	meckbauer@yahoo.de	AB+	"Albert-Keudel-Ring 328
27667 Celle"	935-57-0447	2023/07/26	476	Noack	502
yoko84	(Decimal('49.9267375'), Decimal('-38.759509'))			加藤 花子	harukanishimura@yahoo.com	B+	福島県多摩市平河町29丁目20番20号	239-05-7708	2024-09-08	1564	株式会社岡田鉱業	93
vtanaka	(Decimal('-0.9067975'), Decimal('-101.828292'))			井上 太一	tomoya68@hotmail.com	AB-	千葉県夷隅郡大多喜町皇居外苑19丁目22番13号	463-16-6023	02/16/2025, 00:00:00	1855	田中ガス合同会社	630
meyerchristopher	(Decimal('-45.4898205'), Decimal('-9.076131'))			Paul Martinez	morgandonald@hotmail.com	AB-		766-22-1101	2024/04/25	1060	Kemp-Cross	291
joneseric	(Decimal('33.3850575'), Decimal('-121.581402'))		Dealer	Courtney Clements	egiles@gmail.com	O+	"97762 Middleton Burg
West Bethfort, GU 77615"	484-04-2669	05/20/2025, 00:00:00	1275	Baldwin, Miller and Moore	479
claushertrampf	(Decimal('55.1122165'), Decimal('-139.178029'))			Frau Siegried van der Dussen	pkoch@hotmail.de	B-	"Arif-Hendriks-Straße 784
44496 Heiligenstadt"	048-48-3233	2024-01-17	1887	Berger	108
adelbert77	(Decimal('-12.3585965'), Decimal('0.059968'))			Adrian Otto	manja92@yahoo.de	O-	"Ursel-Knappe-Allee 29/23
47279 Kaiserslautern"	899-80-9391	2021-08-05	72	Weimer	714
ravifreitas	(Decimal('20.9721935'), Decimal('5.507750'))		Investigador particular	Josué Oliveira	yansantos@gmail.com	B-	"Lago Macedo
Mariquinhas
04286218 Leão / PI"	15036792840	2021-08-29	975	Câmara	451
massimilianosaffi	(Decimal('-89.162757'), Decimal('-133.990518'))			Tiziano Salvini-Sollima	ballapriscilla@alice.it	AB-	"Incrocio Antonino, 551 Piano 6
24061, Albano Sant'Alessandro (BG)"	CCLGLS68L49H210B	2024-04-03	1753	Morellato, Ceravolo e Valier e figli	627
anthonyrodriguez	(Decimal('-67.7652265'), Decimal('-93.067453'))		Sports development officer	Christina Thomas	elizabeth57@gmail.com	B+	"PSC 7291, Box 7954
APO AA 82732"	052-80-2328	05 Oct 2021	2147	Rice Group	410
gleao	(Decimal('33.5813675'), Decimal('-52.210450'))			Dra. Marcela Freitas	teixeiramateus@yahoo.com.br	AB-	"Passarela Andrade, 93
Aparecida
73610991 Nunes / MG"	92487350610	01/29/2025, 00:00:00	741	Cassiano	684
gvillanueva	(Decimal('-80.817122'), Decimal('71.967465'))		Child psychotherapist	Dr. Matthew Gonzalez	mparks@hotmail.com	AB-	"4957 Scott Hill Apt. 309
Andrewborough, KS 23406"	687-62-7213	07/10/2019, 00:00:00	1607	Webb, Moore and Murray	247
kana59	(Decimal('39.376769'), Decimal('-6.286819'))			高橋 裕樹	fujiwarakyosuke@yahoo.com	AB-	群馬県足立区大京町2丁目18番13号 丸の内ＪＰタワーアーバン002	424-76-9245	29 Oct 2019	298	吉田通信株式会社	146
gagginivincenza	(Decimal('80.9441255'), Decimal('93.011383'))			Azeglio Iadanza	lorenzocaetani@outlook.com	O-	"Viale Liliana, 3 Appartamento 6
98056, Mazzarra' Sant'Andrea (ME)"	CNTSNN42H59B055B	2019-08-11	2096	Ortolani-Benedetti Group	98
hanakosaito	(Decimal('-36.612514'), Decimal('40.543788'))			佐藤 幹	okadatsubasa@yahoo.com	O+	静岡県神津島村東上野37丁目1番20号	488-51-0712	2025/01/31	1043	吉田食品合同会社	730
gsakamoto	(Decimal('20.517153'), Decimal('48.910169'))			伊藤 和也	pkato@hotmail.com	B-	広島県八街市猿楽町32丁目13番11号 コーポ筑土八幡町514	584-42-3882	05/16/2023, 00:00:00	152	合同会社鈴木水産	345
alfiomodugno	(Decimal('6.0226915'), Decimal('-47.065484'))			Gioffre Nitto	xberengario@gmail.com	A-		GRMTLC35C59G042E	27 Feb 2019	271	Liguori SPA	595
sigurdpaertzelt	(Decimal('-0.9825535'), Decimal('61.966603'))		Mathematiker	Herr Uwe Adler B.Eng.	h-dieter27@gmail.com	AB-	"Schaafweg 2
46486 Heinsberg"	575-76-3943	2021-07-16	2075	Wieloch Jacob GbR	145
schaeferahmad	(Decimal('85.481555'), Decimal('15.160035'))			Frau Traudl Heß B.Eng.	friedhilde79@web.de	B-	"Paul-Döhn-Ring 4406
64650 Schmölln"	988-14-7910	2022-09-10	1684	Hecker GmbH	529
jose98	(Decimal('-74.7498275'), Decimal('12.541738'))			Kaique Nogueira	leonardo88@hotmail.com	A-	"Rua de da Luz, 28
Granja Werneck
61063-745 Gomes / SP"	38495671255	2025/05/31	916	Farias	559
thomasschmidt	(Decimal('2.4472445'), Decimal('55.567664'))		Housing manager/officer	Lydia Roberson	robin36@yahoo.com	AB-	"4282 Andrew Summit
South Jasmine, NC 92311"	872-43-9287	08/10/2022, 00:00:00	627	Bean Inc	57
tgude	(Decimal('37.193123'), Decimal('118.964143'))		Techniker	Arthur Zobel	hendriksdanica@aol.de	O+		951-45-9258	10/08/2022, 00:00:00	1897	Dehmel Keudel KG	1
biagiosommaruga	(Decimal('-85.250857'), Decimal('11.418377'))		Counselling psychologist	Annamaria Visconti-Sobrero	sebastiano36@virgilio.it	A-	"Rotonda Morena, 2 Piano 1
55014, Marlia (LU)"	MRPDNN92L30G320R	2022-11-14	555	Ritacca-Lupo e figli	359
patricia13	(Decimal('61.5203815'), Decimal('0.335013'))			Adrian Williams	morganphillips@hotmail.com	AB-	"PSC 1753, Box 4471
APO AP 46024"	073-47-9943	2021-09-12	127	Hicks LLC	88
jordanpollard	(Decimal('81.039100'), Decimal('93.776499'))			William Reyes	washingtonkaren@hotmail.com	O-	"44440 Michael Lodge
New Melvin, NV 11385"	788-49-4468	2020-05-02	1768	Huffman-Thomas	658
ysakamoto	(Decimal('23.378655'), Decimal('16.833975'))			清水 太郎	nishimurakana@yahoo.com	A-	和歌山県川崎市幸区丸の内24丁目6番7号	572-56-3145	11 Mar 2019	1495	松本情報有限会社	549
louis16	(Decimal('88.287993'), Decimal('46.793915'))			Elizabeth Barker	ysheppard@yahoo.com	O-	"9560 Michelle Prairie
West Leahchester, OK 47298"	125-70-9866	2018/12/10	1276	Higgins-Williams	28
dthompson	(Decimal('43.548531'), Decimal('12.379052'))		Freight forwarder	Deborah Morrow	maria57@yahoo.com	A+	"13314 Lopez Mission
West Davidborough, TX 78214"	021-90-3169	06 Sep 2025	1627	Kelley, Martin and Patton	641
moreirabernardo	(Decimal('69.3769995'), Decimal('159.176312'))			Eduarda Porto	sarahrocha@yahoo.com.br	O+		90815472676	2024/05/31	1838	Azevedo S.A.	205
efujita	(Decimal('17.491117'), Decimal('-74.925754'))			林 智也	maayaikeda@yahoo.com	O+	宮城県小笠原村南赤田13丁目5番6号 西関宿パレス197	894-98-8111	25 Jul 2021	1058	佐藤水産株式会社	11
gioachino17	(Decimal('44.9679635'), Decimal('155.593046'))		Surveyor, rural practice	Antonello Priuli	spederiva@fastwebnet.it	O+	"Strada Giacomo, 26 Appartamento 1
24019, Zogno (BG)"	VNTRZO00L42M268R	2023/01/10	1180	Redi Group	14
nicholasjames	(Decimal('-87.7585145'), Decimal('170.498273'))			Mrs. Julie Bates	amanda16@gmail.com	B+	"30895 Sanchez Trace Apt. 977
South Robert, OK 21797"	016-61-4526	2022-11-30	607	Campbell LLC	569
hogawa	(Decimal('-73.534953'), Decimal('30.127344'))		アニメーター	佐藤 明美	rika31@gmail.com	AB-	栃木県利島村虎ノ門28丁目25番5号 ハイツ藤金344	323-91-5298	2024/11/19	525	合同会社鈴木情報	688
htakahashi			大学教授	高橋 聡太郎	yosuke20@hotmail.com	AB+	新潟県八千代市蟇沼21丁目10番18号 アーバン東三島092	299-98-1160	2025-05-19	704	株式会社鈴木建設	119
raffaelelombroso	(Decimal('-55.6406585'), Decimal('78.932937'))			Sig. Filippo Caffarelli	amaliadoglioni@poste.it	AB-	"Rotonda Federico, 85
33078, Savorgnano (PN)"	BTTGNT20R59A225H	11/19/2019, 00:00:00	973	Tuzzolino-Campano s.r.l.	377
jameslynch				Melissa Sherman	patrick22@yahoo.com	O-	"0305 Daniel Centers
Lake Mikeberg, PA 26447"	280-01-0621	09/15/2025, 00:00:00	1992	Elliott-Hines	683
saitoyui	(Decimal('-14.724337'), Decimal('103.075357'))			小林 拓真	tomoya25@gmail.com	AB-	愛知県横浜市泉区神明内40丁目24番15号 松が谷ハイツ015	342-76-5686	2023/11/02	1836	株式会社井上水産	339
brunofermi	(Decimal('44.934420'), Decimal('-129.241367'))			Viridiana Spinelli	antonellabellocchio@gmail.com	A-	"Piazza Donna, 60 Appartamento 1
85037, Sant'Arcangelo (PZ)"	RNLFDG46A49A732F	2021/03/29	2096	Renzi-Caetani s.r.l.	323
yasuhiro25	(Decimal('75.635572'), Decimal('-100.809970'))			佐藤 智也	yoichiwatanabe@hotmail.com	B+	愛媛県新島村南郷屋29丁目2番10号 ハイツ浅草橋994	177-03-0739	11 Apr 2020	1412	鈴木鉱業有限会社	252
asukamaeda	(Decimal('-82.752772'), Decimal('22.825853'))		脚本家	鈴木 春香	rika16@yahoo.com	O+	福岡県横浜市旭区脚折町37丁目23番7号	888-84-3290	08/10/2024, 00:00:00	2086	合同会社石井情報	490
youngdaniel	(Decimal('-85.677701'), Decimal('-51.628863'))		Producer, radio	James Lee	cmurphy@gmail.com	O-	"02167 Curtis Brooks
Williamsside, GU 27327"	136-91-0393	2021-10-22	1398	Flores, Alexander and Moran	428
akemi13	(Decimal('-24.0930745'), Decimal('157.444330'))			林 和也	suzukiasuka@hotmail.com	A+	石川県御蔵島村百村14丁目1番9号 港南シティ269	582-26-3729	12/22/2022, 00:00:00	202	合同会社中村通信	606
giancarloacerbi	(Decimal('52.690871'), Decimal('150.642411'))		Rural practice surveyor	Paride Grossi	silviaboldu@gmail.com	A-	"Stretto Leonardi, 8
57036, Porto Azzurro (LI)"	TFRGNN63P20I471K	2020/04/27	2107	Foà-Battisti e figli	174
ernarohleder	(Decimal('-48.969564'), Decimal('-93.647983'))			Felicia Carsten	elly12@googlemail.com	AB-	"Ricardo-Radisch-Straße 61/78
71638 Füssen"	596-79-6278	03/19/2020, 00:00:00	1912	Stiffel AG & Co. OHG	136
jose-miguel08	(Decimal('-87.0121135'), Decimal('148.484554'))			Anthony da Mota	ian25@ig.com.br	A+	"Feira Moura, 47
Alto Barroca
12057-822 Fernandes Paulista / PA"	37865209177	2024/07/03	1472	da Mota	121
marconipiergiuseppe	(Decimal('29.0867725'), Decimal('-34.658920'))		Local government officer	Lisa Fittipaldi	gvespa@tim.it	A-	"Strada Roberta, 737 Appartamento 73
10070, Chialamberto (TO)"	ZMRGRG91E50M274D	2019/06/19	320	Perozzo-Pontecorvo SPA	579
ppizzo	(Decimal('57.260305'), Decimal('34.094759'))			Aldo Parpinel	lando87@libero.it	B-		CLBSLT11P58D532F	2018-12-25	1120	Fabbri-Venturi Group	717
lauretta14	(Decimal('19.5745075'), Decimal('-176.015274'))			Dott. Fabia Fagiani	claudia69@live.com	B+	"Via Redi, 30 Piano 2
11025, Gressoney Saint Jean (AO)"	GLTSNR32D44L219G	2024/08/10	1162	Barcaccia Group	154
hfaugno	(Decimal('-53.9180375'), Decimal('-89.090570'))			Sig.ra Giuseppina Bottaro	ornella50@gmail.com	A-	"Via Romano, 79 Piano 3
03012, Anagni (FR)"	SBRGRN12S53F793I	14 Dec 2023	1002	Tarantini-Lancisi SPA	253
bauerjasmina	(Decimal('-83.958307'), Decimal('167.887632'))			Dr. Gundi Gute B.Eng.	warmerantonios@googlemail.com	AB-		617-49-6927	2021-05-28	373	Austermühle	551
gabriela49	(Decimal('-15.356620'), Decimal('-141.295309'))			Sean Jones	rodriguezjames@yahoo.com	A+	"443 Brandon Crossroad Apt. 520
Johnsonfurt, NY 66669"	802-92-8691	2021-11-15	780	Robinson Group	733
ayla32	(Decimal('59.2604985'), Decimal('-168.871263'))			Davi Rocha	heloisa86@ig.com.br	AB-	"Esplanada de Machado
Santa Inês
75354-748 Cirino / TO"	70923541616	19 Sep 2024	1335	Rodrigues	402
brandonhernandez	(Decimal('-12.0703635'), Decimal('-50.968851'))			Robert Kemp	martinezsharon@hotmail.com	AB+	"734 Mckenzie Pass Apt. 156
West Lisa, HI 83519"	304-88-1365	10/16/2021, 00:00:00	623	Richmond Group	711
akira07	(Decimal('9.627448'), Decimal('110.793402'))			阿部 淳	phasegawa@yahoo.com	B-		464-36-7142	15 Jun 2022	656	合同会社長谷川農林	245
qcortez	(Decimal('37.3426165'), Decimal('-102.201354'))			Shelley Terry	cjohnson@hotmail.com	O+	"72141 Kimberly Trail Suite 516
South Allison, PA 40215"	373-77-4981	06 Feb 2025	1605	Conner PLC	21
svillegas	(Decimal('-26.386605'), Decimal('106.989799'))			Virginia Sanchez	dixonemily@yahoo.com	B+	"USNV Swanson
FPO AE 76411"	042-52-2846	01/11/2023, 00:00:00	1584	Fitzpatrick-Hurst	519
borgesnoah	(Decimal('65.7132335'), Decimal('-158.517026'))			Miguel Aragão	vargasmaria-alice@yahoo.com.br	A-		35964082700	08/10/2025, 00:00:00	235	Pinto	186
qsuzuki			農家	井上 健一	chiyomaeda@gmail.com	AB+	茨城県横浜市都筑区柿木沢新田4丁目20番15号 下宇和田ハイツ841	715-07-4149	27 Aug 2023	1534	佐藤情報有限会社	201
piovaniugolino	(Decimal('-86.7744465'), Decimal('157.409330'))			Ermanno Pisacane	elmo49@libero.it	B-	"Borgo Isa, 5 Piano 2
10043, Orbassano (TO)"	RNCNTN64T43H592O	12 Oct 2022	1578	Montesano, Cadorna e Leblanc s.r.l.	629
isaac74	(Decimal('-68.4022625'), Decimal('112.101222'))		Nadador	Marcelo Rios	jda-mota@gmail.com	O-	"Vereda Alexandre Alves, 44
Universitário
11046-495 Almeida de Vieira / CE"	23059846774	2023/08/02	679	Cassiano - ME	120
momoko94				三浦 さゆり	mikako96@gmail.com	O-		201-74-0102	13 Jan 2024	1931	山田鉱業有限会社	243
mariolaruppersberger	(Decimal('-12.2490665'), Decimal('95.908734'))			Hans-Michael Franke B.A.	dsager@googlemail.com	B+	"Beckmannstr. 94/24
81851 Nauen"	184-88-6991	2023/08/20	71	Mohaupt AG	160
scottleah	(Decimal('-40.5813975'), Decimal('-140.846339'))			Keith Turner	jeffrey27@hotmail.com	B-		622-44-2265	2024-11-11	44	Scott-Rivera	96
josefine35	(Decimal('-16.176287'), Decimal('71.395187'))			Ing. Janet Schwital	melitaritter@web.de	AB-	"Paul-Heinz-Drewes-Gasse 3487
79215 Brandenburg"	268-39-0771	16 Oct 2024	388	Noack Stiftung & Co. KG	685
eugen10	(Decimal('-78.118133'), Decimal('-177.523020'))			Fabienne Pohl-Schuster	gunther95@gmail.com	AB-	"Rudolf-Fritsch-Gasse 19/52
89871 Bersenbrück"	433-63-5906	04/28/2020, 00:00:00	1751	Jähn	697
emmi98	(Decimal('-7.5957745'), Decimal('5.115669'))			Ilona Oestrovsky	hans-detlef62@hotmail.de	AB-	"Stollring 2744
69940 Stuttgart"	824-65-4544	2025/01/21	1931	Hornig	286
wpruschke	(Decimal('-71.7396735'), Decimal('30.190270'))		Designer	Maurice Thies	gernot03@googlemail.com	O+	"Nikolaj-Dippel-Weg 1547
60650 Gunzenhausen"	650-57-6278	2025/04/30	98	Kranz Christoph GmbH	319
kguerra	(Decimal('81.1549895'), Decimal('-86.737609'))			Juliana Siqueira	ana-laurasiqueira@ig.com.br	A-	"Lago de Abreu, 180
Ouro Preto
21135509 Macedo / MT"	84703269104	2023/03/30	2147	Pires	410
bruno59	(Decimal('-15.6687045'), Decimal('147.130212'))			Caio Gonçalves	sophie70@gmail.com	A-	"Alameda Ferreira, 49
Vila Santo Antônio Barroquinha
36368244 Ribeiro / PR"	49250831633	2024/01/29	1984	Silva	345
kondoshohei	(Decimal('26.3788315'), Decimal('-23.941266'))		小説家	林 千代	rikeda@yahoo.com	B+	山形県大島町四区町2丁目18番1号	242-04-6332	2023/02/09	2145	株式会社加藤建設	97
smithcharles	(Decimal('-69.446575'), Decimal('-33.803550'))		Teacher, music	Karen Owens	schen@gmail.com	O-		755-19-8629	2021-10-27	1405	Williams, Lee and Rodriguez	376
tanakananami	(Decimal('-44.4157605'), Decimal('31.964599'))			中島 裕樹	yoshidanaoki@hotmail.com	B+		642-87-4330	01/24/2020, 00:00:00	1482	合同会社小林銀行	485
erodrigues	(Decimal('-60.0715955'), Decimal('-177.855663'))			Isabel Guerra	ynovais@bol.com.br	AB+	"Lago João Miguel Gomes, 84
Marieta 1ª Seção
00478-164 Teixeira da Prata / PI"	80146923570	11/21/2022, 00:00:00	472	Oliveira - EI	411
waehnerrobin	(Decimal('-71.421118'), Decimal('-145.553381'))		Pfleger	Solveig Stiffel	kdietz@web.de	O-		083-11-4040	2019/05/28	1946	Wulf AG	328
maria-alicecavalcanti	(Decimal('72.396862'), Decimal('154.802023'))			Gabriela Costa	taragao@ig.com.br	AB+	"Núcleo Isabela Novais
Tres Marias
07303525 Garcia / RN"	83462715909	11/24/2022, 00:00:00	616	Sales Nogueira - ME	44
taronakajima	(Decimal('44.331106'), Decimal('-128.539588'))			青木 晃	mikakonakagawa@yahoo.com	AB-	埼玉県八丈島八丈町山中新田35丁目13番7号 丹勢パーク183	490-27-9505	12 Mar 2022	1399	村上運輸合同会社	480
mirella88	(Decimal('71.442748'), Decimal('-74.395864'))			Esther Aparecida	otaviogomes@uol.com.br	A+	"Avenida Machado, 17
Das Industrias I
47141747 Costa Grande / PR"	30728516977	15 Jul 2020	673	Dias S/A	188
imelda53	(Decimal('-73.2222875'), Decimal('-47.647392'))			Ruggero Papetti-Montalcini	jmanzoni@fastwebnet.it	A-	"Strada Anita, 746 Piano 7
83040, Materdomini (AV)"	BRNDNL62P02B955G	10 Feb 2024	136	Lussu Group	462
weisswinfried	(Decimal('42.6710375'), Decimal('-152.248134'))		Arzt	Meinolf Boucsein	marianna94@yahoo.de	B-	"Fiebigring 765
85148 Husum"	476-20-0487	2024/08/02	423	Beckmann KG	15
akondo	(Decimal('-37.846306'), Decimal('-89.779704'))			加藤 裕樹	satominoru@yahoo.com	B+	富山県世田谷区北青山28丁目3番16号 ハイツ上高野660	716-09-2550	2023-03-14	815	合同会社岡本食品	283
shirley93	(Decimal('-66.753086'), Decimal('-2.270778'))			Melissa Pena	charlottejones@yahoo.com	O+		627-05-6460	2022/05/27	1475	Pittman, Brandt and Huff	93
ippaziodonati	(Decimal('-73.3494955'), Decimal('-74.123463'))			Dott. Tonia Grifeo	daria86@outlook.com	O-		PPFGST55R53F495M	12/24/2022, 00:00:00	1787	Marcacci Group	183
dzaenker	(Decimal('-40.868796'), Decimal('-131.255442'))			Lidwina Meyer	ischeel@gmx.de	AB-		733-99-6778	2023/03/13	1445	Zahn Stiftung & Co. KG	721
tking	(Decimal('-45.898205'), Decimal('-64.975268'))			Debra Douglas	mclark@gmail.com	O-	"USNS Mckay
FPO AE 27575"	419-47-2913	2020-03-24	660	Baker LLC	204
eckhardtschmidt	(Decimal('-71.961270'), Decimal('-65.718325'))		Mathematiker	Friedbert Zirme-Wesack	beernadja@gmail.com	O-	"Hoffmannplatz 1
82203 Kusel"	663-34-9722	01 Oct 2018	1935	Scholz e.V.	386
